image_name,class_id,confidence_score,x_min,y_min,x_max,y_max
VAIPE_P_39_1.jpg,107,0.7828493798329286,765,1877,1361,2355
VAIPE_P_39_1.jpg,75,0.7826146852410731,847,1641,1395,1942
VAIPE_P_39_1.jpg,107,0.7610806456304877,637,1626,919,1955
VAIPE_P_39_1.jpg,107,0.7170564544758465,1108,1466,1413,1760
VAIPE_P_39_1.jpg,107,0.904690728786306,1003,1180,1691,1519
VAIPE_P_39_1.jpg,107,0.931922643042812,1158,553,1621,922
VAIPE_P_40_4.jpg,107,0.9977807080911306,1444,971,1916,1788
VAIPE_P_40_4.jpg,107,0.7401142801766663,1557,1767,2447,2304
VAIPE_P_40_4.jpg,107,0.7229287509195608,1306,2300,1950,2729
VAIPE_P_40_4.jpg,107,0.9027962546753996,1936,2231,2668,2569
VAIPE_P_161_25.jpg,107,0.9211783355088778,924,3017,1367,3698
VAIPE_P_161_25.jpg,105,0.8938195774074602,924,2681,1606,3127
VAIPE_P_161_25.jpg,26,0.8028214141364097,721,2261,1062,2877
VAIPE_P_71_1.jpg,89,0.8318769799907083,600,2884,1349,3284
VAIPE_P_49_14.jpg,10,0.8127910921638797,1954,1088,2687,2074
VAIPE_P_49_14.jpg,10,0.7086079812636552,1109,899,1859,1950
VAIPE_P_49_14.jpg,104,0.7941849776626357,1390,1126,2209,2252
VAIPE_P_49_14.jpg,91,0.7106011351983194,1713,1978,2550,2561
VAIPE_P_149_2.jpg,37,0.7760545482016776,1299,1303,1489,1697
VAIPE_P_149_2.jpg,37,0.9220618694748953,1370,2007,1695,2465
VAIPE_P_149_2.jpg,79,0.798258430197269,1607,1995,2108,2636
VAIPE_P_5_8.jpg,58,0.7881579781201632,1230,2002,1655,2769
VAIPE_P_16_4.jpg,14,0.7491686539071664,1524,1769,2027,2178
VAIPE_P_16_4.jpg,92,0.8623309842098335,843,1626,1616,2215
VAIPE_P_155_25.jpg,43,0.7715906872872055,624,3079,1238,3796
VAIPE_P_155_25.jpg,107,0.8533479658066818,1200,2768,1647,3183
VAIPE_P_155_25.jpg,89,0.8824432511005761,1126,2282,1474,2929
VAIPE_P_155_25.jpg,43,0.8698374881382192,710,1959,1403,2671
VAIPE_P_59_10.jpg,6,0.9434212758388636,2714,840,3371,1504
VAIPE_P_159_17.jpg,107,0.8678210994301889,780,1937,1007,2149
VAIPE_P_159_17.jpg,29,0.7565041588398465,1615,2781,1919,3161
VAIPE_P_159_17.jpg,107,0.9835215605214098,817,1520,1221,2054
VAIPE_P_159_17.jpg,91,0.8359315886284004,957,1357,1333,1778
VAIPE_P_163_10.jpg,107,0.9651146976749242,1133,1805,1836,2076
VAIPE_P_163_10.jpg,107,0.9771068392692202,1657,2682,2059,3311
VAIPE_P_163_10.jpg,91,0.9293941761087361,1189,2079,1678,2528
VAIPE_P_163_10.jpg,6,0.9805181227611381,1685,1958,2261,2284
VAIPE_P_163_10.jpg,2,0.8556086414458148,639,2037,1240,2406
VAIPE_P_163_10.jpg,2,0.7240403298669639,1587,1502,2144,2015
VAIPE_P_163_10.jpg,75,0.8982619036854887,564,2299,905,2564
VAIPE_P_163_10.jpg,75,0.7070587723779287,966,2336,1251,2627
VAIPE_P_69_1.jpg,15,0.7936168943199389,2379,2110,2971,3025
VAIPE_P_69_1.jpg,10,0.7000833850189436,1619,508,2153,1293
VAIPE_P_69_1.jpg,48,0.9776565394194123,2685,620,3149,1315
VAIPE_P_112_0.jpg,104,0.9523240409971936,269,1419,1080,1992
VAIPE_P_112_0.jpg,59,0.8653003120735929,648,2810,1038,3168
VAIPE_P_112_0.jpg,59,0.9500296706709981,1057,2062,1364,2382
VAIPE_P_112_0.jpg,73,0.7076436311407447,783,2498,1216,2809
VAIPE_P_112_0.jpg,73,0.8341879162966885,713,2254,1120,2517
VAIPE_P_112_0.jpg,89,0.9617607498579719,1281,1643,1851,2167
VAIPE_P_112_0.jpg,19,0.9620681650039036,1622,424,2101,1057
VAIPE_P_112_0.jpg,19,0.8063571363645208,2087,963,2868,1446
VAIPE_P_145_2.jpg,7,0.8610869754352222,2207,1276,2567,1602
VAIPE_P_145_2.jpg,7,0.9605716673059281,2303,523,2654,872
VAIPE_P_145_2.jpg,89,0.8916595891461931,1030,1021,1437,1759
VAIPE_P_145_2.jpg,27,0.8291967001284907,1310,776,1724,1536
VAIPE_P_145_2.jpg,43,0.8941360834703931,554,594,949,1494
VAIPE_P_145_2.jpg,89,0.746966623580473,1670,793,2095,1721
VAIPE_P_158_11.jpg,43,0.8143262169420526,787,2539,1146,3438
VAIPE_P_158_11.jpg,43,0.9854771521654966,1695,1185,2489,1934
VAIPE_P_158_11.jpg,0,0.78854574355873,1142,2311,1581,3087
VAIPE_P_158_11.jpg,89,0.8758918004897309,739,3345,1370,4013
VAIPE_P_158_11.jpg,7,0.7971072376689717,1407,1961,1773,2304
VAIPE_P_158_11.jpg,7,0.988562253193245,1891,1877,2218,2161
VAIPE_P_158_11.jpg,47,0.7910778593319923,1096,2899,1358,3352
VAIPE_P_164_16.jpg,107,0.8983131810448552,1088,2740,1576,3552
VAIPE_P_164_16.jpg,73,0.8174487819321175,1593,2300,1931,2829
VAIPE_P_164_16.jpg,73,0.96211772636276,1319,1760,1677,2173
VAIPE_P_164_16.jpg,45,0.9222605026296754,1139,1994,1683,2672
VAIPE_P_164_16.jpg,104,0.7107820245903209,697,1887,1381,2675
VAIPE_P_164_16.jpg,89,0.8543750934813361,853,1329,1577,1936
VAIPE_P_159_12.jpg,29,0.9498593278010725,421,578,483,659
VAIPE_P_159_12.jpg,26,0.7832401127044663,235,501,316,670
VAIPE_P_159_12.jpg,91,0.9187675876497109,136,519,240,644
VAIPE_P_159_12.jpg,84,0.9708197899246771,329,538,397,623
VAIPE_P_5_9.jpg,8,0.9216843957023342,2433,1784,3183,2596
VAIPE_P_5_9.jpg,101,0.925566197357004,1611,2093,2256,2923
VAIPE_P_5_9.jpg,107,0.7734744151073542,2931,879,4016,1631
VAIPE_P_5_9.jpg,107,0.838238597337089,1686,5,2454,1218
VAIPE_P_22_9.jpg,73,0.904904665374995,917,1744,1320,2131
VAIPE_P_22_9.jpg,27,0.8658769907869694,1305,2005,1857,2519
VAIPE_P_22_9.jpg,89,0.9109022893080765,781,2037,1468,2612
VAIPE_P_22_9.jpg,2,0.9133268849249255,143,2167,909,2903
VAIPE_P_22_9.jpg,73,0.7623455388957523,513,2565,895,3029
VAIPE_P_22_9.jpg,2,0.7148314256150545,742,2408,1219,3214
VAIPE_P_22_9.jpg,89,0.8581195661654694,1118,2502,1849,2939
VAIPE_P_138_1.jpg,24,0.9727568589001166,1069,2096,1775,2594
VAIPE_P_138_1.jpg,89,0.9456807888184362,723,2034,1072,2635
VAIPE_P_49_16.jpg,10,0.9614323874796165,1463,559,2345,1330
VAIPE_P_49_16.jpg,10,0.8170067973832822,2151,966,2973,1765
VAIPE_P_49_16.jpg,104,0.9344415383930806,1588,864,2564,1702
VAIPE_P_49_16.jpg,91,0.8219884155527326,1279,1550,2061,2120
VAIPE_P_59_40.jpg,30,0.9240742544192975,1197,3062,1599,3480
VAIPE_P_169_19.jpg,107,0.8724103504478706,1806,1649,2383,2334
VAIPE_P_169_19.jpg,105,0.957989813758699,1557,2150,2035,2547
VAIPE_P_169_19.jpg,1,0.7169409963155098,1400,1558,1963,2264
VAIPE_P_109_3.jpg,13,0.9752810125976952,1037,1875,1539,2632
VAIPE_P_109_3.jpg,60,0.8007325335152956,1184,1360,1788,1899
VAIPE_P_18_3.jpg,78,0.8473211368813461,1061,1905,1504,2359
VAIPE_P_18_3.jpg,64,0.8857363846111475,746,1044,1204,1472
VAIPE_P_18_3.jpg,64,0.979632327970746,1344,2921,1810,3420
VAIPE_P_122_3.jpg,107,0.8309917347093077,257,1427,879,1761
VAIPE_P_122_3.jpg,102,0.7157057488231627,694,916,946,1121
VAIPE_P_122_3.jpg,107,0.9844396344508533,988,1187,1218,1489
VAIPE_P_122_3.jpg,107,0.7082221162543982,115,1081,685,1430
VAIPE_P_96_18.jpg,107,0.8408508071692741,1129,2817,1649,3322
VAIPE_P_96_18.jpg,107,0.8889068755204499,1528,1680,2094,2593
VAIPE_P_96_18.jpg,107,0.9452610413592858,1823,708,2562,2092
VAIPE_P_96_18.jpg,107,0.8988925782953213,776,1914,1510,3166
VAIPE_P_165_2.jpg,86,0.7047088198243242,1334,1345,1763,2073
VAIPE_P_165_2.jpg,45,0.7212163685581358,1499,975,1780,1304
VAIPE_P_170_16.jpg,102,0.962337539368564,1361,1898,1935,2774
VAIPE_P_170_16.jpg,24,0.9039627624645176,1203,2534,2006,3260
VAIPE_P_9_3.jpg,70,0.9642463283887528,204,190,252,247
VAIPE_P_49_2.jpg,10,0.7146618199880818,2212,819,2621,1773
VAIPE_P_49_2.jpg,10,0.809893543808912,1487,544,2434,1030
VAIPE_P_49_2.jpg,104,0.7790688991002193,1196,858,2240,1344
VAIPE_P_49_2.jpg,91,0.9013768394385553,1597,1403,2221,2014
VAIPE_P_86_5.jpg,2,0.7793797824088798,604,2570,1159,3281
VAIPE_P_86_5.jpg,2,0.8197630266856937,1531,2450,1865,3251
VAIPE_P_86_5.jpg,11,0.9369409380095177,952,3198,1249,3574
VAIPE_P_86_5.jpg,91,0.9326547366197275,1139,2719,1526,3392
VAIPE_P_86_5.jpg,43,0.9115862409814446,1404,1584,1916,2434
VAIPE_P_86_5.jpg,43,0.9644503373097484,818,958,1388,1821
VAIPE_P_36_12.jpg,4,0.9497481391773589,377,1667,995,2365
VAIPE_P_22_16.jpg,2,0.9499821073278669,826,1870,1626,2177
VAIPE_P_22_16.jpg,73,0.8306872976595402,869,2198,1286,2495
VAIPE_P_22_16.jpg,73,0.8755038739076921,1283,2189,1568,2521
VAIPE_P_22_16.jpg,89,0.9671609278906164,786,2724,1494,3072
VAIPE_P_22_16.jpg,89,0.9891769861462723,1008,3017,1659,3316
VAIPE_P_22_16.jpg,27,0.7648168984420614,1451,2617,1987,3087
VAIPE_P_22_16.jpg,2,0.8901873343528393,1399,2194,1972,2757
VAIPE_P_154_7.jpg,43,0.8751392592185173,664,1817,1303,2280
VAIPE_P_154_7.jpg,43,0.8659371838188784,1779,2267,2189,2913
VAIPE_P_154_7.jpg,89,0.9362832995336564,466,2186,976,2682
VAIPE_P_154_7.jpg,107,0.9293469345707434,1230,1328,1562,1689
VAIPE_P_154_7.jpg,107,0.9911318374932377,2181,2359,2481,2691
VAIPE_P_41_0.jpg,8,0.7144836670298491,480,534,589,645
VAIPE_P_41_0.jpg,64,0.9198380368531993,530,586,634,664
VAIPE_P_41_0.jpg,46,0.997743175759656,719,642,781,735
VAIPE_P_41_0.jpg,64,0.7914845308567121,583,505,702,606
VAIPE_P_47_18.jpg,107,0.9279550431002502,749,1813,1236,2115
VAIPE_P_47_18.jpg,107,0.8079809437004402,859,1261,1398,1815
VAIPE_P_47_18.jpg,107,0.750796173272149,730,1150,1182,1625
VAIPE_P_47_18.jpg,107,0.8733008921153185,921,793,1207,1126
VAIPE_P_47_18.jpg,107,0.8596462632764216,861,416,1128,732
VAIPE_P_47_18.jpg,107,0.763203073174662,442,957,811,1373
VAIPE_P_19_10.jpg,107,0.9156988879943462,371,2045,1586,2819
VAIPE_P_19_10.jpg,107,0.8116495839779632,1451,976,2457,2086
VAIPE_P_160_2.jpg,7,0.7832032732195781,1328,1804,1654,2170
VAIPE_P_160_2.jpg,7,0.8893218328203013,1146,1549,1447,1914
VAIPE_P_164_21.jpg,107,0.9604197238376248,832,2795,1547,3440
VAIPE_P_164_21.jpg,73,0.9339470451112415,1852,1954,2276,2373
VAIPE_P_164_21.jpg,104,0.8255824400329368,1738,1257,2722,2028
VAIPE_P_164_21.jpg,89,0.8364486441975731,1356,829,2107,1381
VAIPE_P_164_21.jpg,107,0.9253257644351802,1028,1227,1784,1956
VAIPE_P_164_21.jpg,3,0.7124537977961196,867,2308,1309,2743
VAIPE_P_161_19.jpg,26,0.8623846370318045,214,477,377,633
VAIPE_P_161_19.jpg,91,0.749852634942239,198,606,339,756
VAIPE_P_161_19.jpg,105,0.9846356674951757,310,480,501,623
VAIPE_P_49_9.jpg,10,0.7463965667716245,1668,765,2100,1665
VAIPE_P_49_9.jpg,104,0.7888359783944359,1160,1019,1776,2011
VAIPE_P_49_9.jpg,10,0.7396637131129111,793,1020,1372,1937
VAIPE_P_49_9.jpg,91,0.8574191432281695,931,1966,1600,2643
VAIPE_P_15_4.jpg,54,0.7163057550839425,1244,1685,1757,2144
VAIPE_P_15_4.jpg,37,0.7872953777435243,1202,1442,1619,1689
VAIPE_P_67_5.jpg,26,0.7076225729748464,948,1485,1491,2354
VAIPE_P_67_5.jpg,26,0.9999464064838,1373,1536,2123,2006
VAIPE_P_66_2.jpg,90,0.7022782500179442,1152,1632,1871,2485
VAIPE_P_136_0.jpg,14,0.8034367975669818,656,529,757,595
VAIPE_P_17_7.jpg,107,0.9945357106489268,1368,2154,1768,2621
VAIPE_P_17_7.jpg,107,0.7543900146153419,1151,1969,1455,2300
VAIPE_P_17_7.jpg,107,0.7072222530352408,1482,1381,2394,2312
VAIPE_P_17_7.jpg,107,0.9755278004737563,1283,1231,1595,1947
VAIPE_P_17_7.jpg,107,0.7289975351453828,985,1205,1353,1541
VAIPE_P_17_7.jpg,107,0.9280604858493098,719,1716,1252,2523
VAIPE_P_27_0.jpg,79,0.7291531925271589,828,2192,1226,2755
VAIPE_P_106_9.jpg,26,0.9331351861722601,2361,1273,3103,1950
VAIPE_P_106_9.jpg,107,0.8493761810353867,1782,1477,2334,2579
VAIPE_P_106_9.jpg,107,0.8176580168543722,2069,508,2470,887
VAIPE_P_106_9.jpg,107,0.8964929839382312,2682,286,3166,723
VAIPE_P_106_9.jpg,53,0.841347820207206,1261,391,1890,1155
VAIPE_P_168_13.jpg,28,0.940902161675971,1786,2087,2116,2458
VAIPE_P_168_13.jpg,107,0.8771705335708581,1454,2127,1800,2479
VAIPE_P_168_13.jpg,23,0.9727182938008834,1227,1962,1570,2298
VAIPE_P_98_2.jpg,34,0.720010703730461,1293,1256,1950,1878
VAIPE_P_167_2.jpg,92,0.998380100650767,1750,1551,2467,2043
VAIPE_P_17_5.jpg,7,0.7626811189971144,914,2272,1219,2602
VAIPE_P_17_5.jpg,99,0.8326580585868382,413,2472,865,3192
VAIPE_P_17_5.jpg,7,0.781609030940367,994,2608,1314,2907
VAIPE_P_17_5.jpg,99,0.9980462341470848,626,2849,1312,3479
VAIPE_P_61_7.jpg,54,0.9151612268306556,1108,2081,1758,2814
VAIPE_P_73_9.jpg,57,0.8218894186978527,1191,1363,1798,1947
VAIPE_P_36_18.jpg,4,0.8425796782949974,1533,1724,2192,2422
VAIPE_P_140_0.jpg,99,0.9814527381875996,1403,2381,1917,3221
VAIPE_P_140_0.jpg,99,0.9116117457427357,918,2463,1406,3250
VAIPE_P_59_54.jpg,30,0.742464522586341,1203,2389,1569,2768
VAIPE_P_107_4.jpg,107,0.8020565763497709,782,2223,1360,2691
VAIPE_P_107_4.jpg,107,0.8187200816758886,1619,1774,1934,1994
VAIPE_P_107_4.jpg,107,0.989526029886205,1158,1831,1674,2370
VAIPE_P_107_4.jpg,107,0.7727426183028481,1044,1573,1689,1933
VAIPE_P_107_4.jpg,107,0.835193790236268,835,1260,1239,1515
VAIPE_P_126_2.jpg,10,0.7158454113282026,169,157,200,257
VAIPE_P_126_2.jpg,10,0.7284717025969427,103,184,136,292
VAIPE_P_162_5.jpg,64,0.8892719913862293,235,685,304,798
VAIPE_P_162_5.jpg,56,0.726480015244164,241,472,321,558
VAIPE_P_162_5.jpg,64,0.8591994458269162,436,580,562,668
VAIPE_P_162_5.jpg,78,0.969343493729768,327,479,438,571
VAIPE_P_162_5.jpg,64,0.8536456441357754,291,685,387,781
VAIPE_P_162_5.jpg,90,0.9840632852391421,301,547,458,669
VAIPE_P_162_5.jpg,78,0.9440855016203242,174,572,245,656
VAIPE_P_162_5.jpg,22,0.9635942305590279,388,650,470,721
VAIPE_P_155_22.jpg,43,0.765600781889998,1046,2212,1485,2914
VAIPE_P_155_22.jpg,89,0.714985887021861,1332,1955,1820,2541
VAIPE_P_155_22.jpg,107,0.9364516925060469,1638,1603,2039,2026
VAIPE_P_155_22.jpg,19,0.7000904071281988,904,1786,1617,2252
VAIPE_P_30_7.jpg,64,0.8492373867484673,1624,1658,1875,1925
VAIPE_P_30_7.jpg,64,0.7789899987634983,1629,1878,1867,2105
VAIPE_P_30_7.jpg,103,0.7489990175101949,1402,2008,1771,2231
VAIPE_P_154_21.jpg,43,0.8526872872104525,917,2937,1766,3332
VAIPE_P_154_21.jpg,43,0.8715047652119983,1690,2156,2564,2754
VAIPE_P_154_21.jpg,89,0.9854583989147054,438,1624,1129,2190
VAIPE_P_154_21.jpg,107,0.7010531449624204,1381,1413,1780,1861
VAIPE_P_154_21.jpg,107,0.7206759780582085,1799,2633,2294,2969
VAIPE_P_157_9.jpg,107,0.9666788945462867,909,2358,1333,2764
VAIPE_P_157_9.jpg,26,0.7578174066977009,942,1872,1423,2458
VAIPE_P_157_9.jpg,52,0.9873373666849056,621,1846,978,2703
VAIPE_P_107_0.jpg,89,0.7244774077796826,898,2697,1541,3293
VAIPE_P_107_0.jpg,51,0.8382193340754129,1595,1998,1988,2389
VAIPE_P_107_0.jpg,51,0.9077745825933085,1516,1580,1939,1964
VAIPE_P_107_0.jpg,61,0.7759992938266898,1056,2004,1777,2653
VAIPE_P_107_0.jpg,61,0.7433771885579452,906,2285,1621,2967
VAIPE_P_107_0.jpg,89,0.8565141300898017,501,1665,1268,2067
VAIPE_P_37_4.jpg,9,0.9202049264804423,1399,2686,1885,3189
VAIPE_P_37_4.jpg,107,0.9825211383311248,962,1608,1815,2581
VAIPE_P_37_4.jpg,107,0.9891596639512281,2004,1911,3067,2489
VAIPE_P_37_4.jpg,107,0.8746488662507542,0,2210,1068,2969
VAIPE_P_158_9.jpg,43,0.7218292501714937,956,2917,1563,3203
VAIPE_P_158_9.jpg,43,0.8569133141805603,1389,1787,1713,2460
VAIPE_P_158_9.jpg,89,0.811954605033736,873,2444,1293,2923
VAIPE_P_158_9.jpg,89,0.9408375431376758,1029,1805,1543,2216
VAIPE_P_158_9.jpg,7,0.7956351941831394,1904,1301,2156,1574
VAIPE_P_158_9.jpg,2,0.9795107631072741,1956,2193,2180,2445
VAIPE_P_158_9.jpg,107,0.8987269745554346,1696,2326,2007,2541
VAIPE_P_109_6.jpg,107,0.744390584462584,2177,1611,2567,1971
VAIPE_P_109_6.jpg,107,0.7057081289536763,2124,1204,2502,1580
VAIPE_P_109_6.jpg,107,0.9123569233302078,1865,1243,2174,1635
VAIPE_P_109_6.jpg,107,0.8354182386476168,1630,1567,2075,1808
VAIPE_P_109_6.jpg,107,0.8669727246068892,1433,1302,1776,1659
VAIPE_P_5_3.jpg,58,0.856545264602559,1141,1995,1857,2432
VAIPE_P_159_18.jpg,91,0.8526985633345897,1371,1867,1668,2337
VAIPE_P_159_18.jpg,29,0.8173995730603638,1285,2618,1634,2828
VAIPE_P_159_18.jpg,107,0.7452267413711369,1140,2752,1385,3002
VAIPE_P_159_18.jpg,107,0.738127636124092,1081,1605,1385,2115
VAIPE_P_95_1.jpg,92,0.8768180794543243,387,329,495,505
VAIPE_P_95_1.jpg,45,0.7250118517101449,687,501,755,550
VAIPE_P_158_20.jpg,43,0.7181295608586985,1448,1814,2244,2184
VAIPE_P_158_20.jpg,43,0.8549266782165043,1199,2473,1562,3202
VAIPE_P_158_20.jpg,89,0.7380542955577654,889,2408,1291,3057
VAIPE_P_158_20.jpg,89,0.7131911290378152,194,2436,740,3078
VAIPE_P_158_20.jpg,7,0.9466743241043475,1201,1356,1458,1637
VAIPE_P_158_20.jpg,7,0.9973024501507792,1444,1509,1709,1831
VAIPE_P_158_20.jpg,107,0.7752497313415491,1233,1629,1510,2037
VAIPE_P_6_1.jpg,89,0.8295869248666872,1559,1851,2278,2275
VAIPE_P_6_1.jpg,89,0.8566366642469941,1281,2222,1845,2999
VAIPE_P_6_1.jpg,61,0.9023512650483125,677,2006,1461,2627
VAIPE_P_6_1.jpg,61,0.770093451835503,941,2669,1621,3452
VAIPE_P_169_17.jpg,14,0.7574592316086375,1749,1652,2130,2224
VAIPE_P_169_17.jpg,1,0.8479738335958168,872,1645,1390,2365
VAIPE_P_169_17.jpg,107,0.8694825317089652,1234,868,1917,1339
VAIPE_P_29_3.jpg,64,0.8438216596807349,837,2761,1307,3231
VAIPE_P_29_3.jpg,64,0.7747592041580759,1222,1830,1635,2278
VAIPE_P_96_9.jpg,51,0.7354756916825148,701,1610,1213,2105
VAIPE_P_96_9.jpg,51,0.7034481535384197,1537,2171,1981,2638
VAIPE_P_96_9.jpg,65,0.7918776878797272,1045,2083,1477,2517
VAIPE_P_59_34.jpg,30,0.8450601471289898,1333,2600,1680,2941
VAIPE_P_160_6.jpg,107,0.7665349338813018,1002,1644,1383,2092
VAIPE_P_160_6.jpg,107,0.7591618804396885,502,1913,853,2350
VAIPE_P_162_21.jpg,22,0.9308246894675849,2487,1317,2809,1612
VAIPE_P_162_21.jpg,55,0.743191118764664,1692,1811,2063,2557
VAIPE_P_162_21.jpg,107,0.991277966709077,1126,2229,1903,2717
VAIPE_P_162_21.jpg,64,0.9386340062092929,1404,1790,1788,2167
VAIPE_P_162_21.jpg,64,0.7779455910885561,1063,1931,1653,2346
VAIPE_P_162_21.jpg,64,0.9851611080246995,457,2420,907,2864
VAIPE_P_162_21.jpg,64,0.8814649780408419,1193,1550,1614,1972
VAIPE_P_162_21.jpg,64,0.9965194237588785,679,1339,1068,1705
VAIPE_P_70_2.jpg,107,0.8999679552507345,743,1764,1963,2946
VAIPE_P_70_2.jpg,107,0.7353637795127802,286,2787,680,3186
VAIPE_P_70_2.jpg,107,0.7744108469836992,705,2767,1082,3139
VAIPE_P_70_2.jpg,107,0.8014328562552779,825,3021,1213,3319
VAIPE_P_70_2.jpg,107,0.9007749813838637,1004,2810,1963,3639
VAIPE_P_70_2.jpg,107,0.9879655534580241,1794,1544,2198,1921
VAIPE_P_159_7.jpg,91,0.9742546940753914,283,594,377,671
VAIPE_P_159_7.jpg,26,0.7316765190647283,222,489,352,617
VAIPE_P_159_7.jpg,84,0.9466990605510286,282,426,357,498
VAIPE_P_159_7.jpg,29,0.8982431031106372,396,564,492,651
VAIPE_P_22_10.jpg,2,0.7903517264946514,1168,1591,1707,2348
VAIPE_P_22_10.jpg,89,0.7389363574672982,865,1944,1492,2591
VAIPE_P_22_10.jpg,27,0.8132091915571442,1582,1732,2028,2424
VAIPE_P_22_10.jpg,2,0.8055570736074407,1819,1893,2363,2657
VAIPE_P_22_10.jpg,89,0.8406418273621501,1403,2333,2209,2939
VAIPE_P_150_0.jpg,19,0.721702799746803,746,1966,1327,3013
VAIPE_P_150_0.jpg,2,0.99076006109672,1355,2133,2109,2883
VAIPE_P_150_0.jpg,19,0.9432906646254907,963,1518,1536,2440
VAIPE_P_150_0.jpg,2,0.9177278320406763,1519,1485,2071,2276
VAIPE_P_43_0.jpg,46,0.9785555052015258,367,554,431,587
VAIPE_P_43_0.jpg,64,0.8893035160348081,547,562,642,646
VAIPE_P_43_0.jpg,64,0.9272038936907625,340,741,453,825
VAIPE_P_103_2.jpg,30,0.7453489821076018,2581,1398,2875,1670
VAIPE_P_103_2.jpg,91,0.9409089863837207,2580,1003,3285,1543
VAIPE_P_103_2.jpg,91,0.7636354005820502,2082,1547,2636,2149
VAIPE_P_98_11.jpg,34,0.7936075755004043,1145,2152,2020,2810
VAIPE_P_162_19.jpg,64,0.9457554487576489,1704,1860,2029,2237
VAIPE_P_162_19.jpg,36,0.9375235009465889,1036,2863,1437,3285
