image_name,class_id,confidence_score,x_min,y_min,x_max,y_max,image_width,image_height
image_81.jpg,28,1.0,85,189,196,198,200,200
image_82.jpg,96,1.0,134,139,160,187,200,200
image_83.jpg,65,1.0,198,16,198,133,200,200
image_83.jpg,62,1.0,175,176,178,183,200,200
image_84.jpg,60,1.0,161,184,172,188,200,200
image_85.jpg,87,1.0,25,73,191,152,200,200
image_86.jpg,66,1.0,150,41,196,135,200,200
image_87.jpg,65,1.0,77,25,114,96,200,200
image_88.jpg,57,1.0,9,173,26,187,200,200
image_89.jpg,77,1.0,73,51,135,100,200,200
image_89.jpg,73,1.0,15,183,39,187,200,200
image_90.jpg,106,1.0,148,128,184,142,200,200
image_91.jpg,45,1.0,76,33,185,187,200,200
image_91.jpg,106,1.0,163,106,173,162,200,200
image_91.jpg,106,1.0,195,97,199,102,200,200
image_92.jpg,42,1.0,15,158,39,168,200,200
image_92.jpg,25,1.0,27,179,182,199,200,200
image_93.jpg,53,1.0,123,91,134,111,200,200
image_93.jpg,21,1.0,90,11,90,88,200,200
image_94.jpg,105,1.0,193,173,198,180,200,200
image_95.jpg,60,1.0,22,107,189,177,200,200
image_95.jpg,5,1.0,192,45,192,120,200,200
image_95.jpg,66,1.0,97,194,180,198,200,200
image_96.jpg,29,1.0,78,53,88,89,200,200
image_96.jpg,40,1.0,188,159,198,193,200,200
image_97.jpg,82,1.0,113,0,151,196,200,200
image_98.jpg,81,1.0,12,25,19,136,200,200
image_98.jpg,83,1.0,38,130,121,182,200,200
image_99.jpg,8,1.0,2,117,178,164,200,200
image_99.jpg,66,1.0,86,162,180,174,200,200
image_99.jpg,55,1.0,153,49,178,66,200,200
image_100.jpg,3,1.0,8,133,51,170,200,200
image_100.jpg,106,1.0,143,9,160,29,200,200
image_101.jpg,47,1.0,134,121,178,199,200,200
image_101.jpg,64,1.0,186,24,198,113,200,200
image_101.jpg,101,1.0,126,172,131,189,200,200
image_102.jpg,101,1.0,192,171,192,172,200,200
image_103.jpg,18,1.0,38,32,49,149,200,200
image_103.jpg,32,1.0,134,152,140,166,200,200
image_103.jpg,88,1.0,93,118,94,126,200,200
image_104.jpg,101,1.0,145,17,168,185,200,200
image_104.jpg,26,1.0,112,17,191,46,200,200
image_105.jpg,59,1.0,113,109,114,170,200,200
image_105.jpg,17,1.0,162,129,174,165,200,200
image_106.jpg,58,1.0,66,99,103,150,200,200
image_106.jpg,31,1.0,34,69,155,97,200,200
image_107.jpg,23,1.0,32,114,122,124,200,200
image_108.jpg,5,1.0,145,1,188,26,200,200
image_108.jpg,75,1.0,61,170,150,182,200,200
image_109.jpg,36,1.0,173,35,184,101,200,200
image_110.jpg,32,1.0,151,156,185,185,200,200
image_110.jpg,17,1.0,40,125,164,167,200,200
image_111.jpg,70,1.0,36,66,172,130,200,200
image_112.jpg,93,1.0,106,133,194,175,200,200
image_112.jpg,83,1.0,127,83,178,191,200,200
image_112.jpg,76,1.0,36,160,107,166,200,200
image_113.jpg,44,1.0,46,53,143,74,200,200
image_113.jpg,73,1.0,58,44,133,130,200,200
image_113.jpg,36,1.0,192,45,196,190,200,200
image_114.jpg,46,1.0,177,17,195,177,200,200
image_115.jpg,64,1.0,23,163,165,199,200,200
image_115.jpg,7,1.0,160,47,191,145,200,200
image_115.jpg,77,1.0,12,137,88,143,200,200
image_116.jpg,55,1.0,94,44,177,57,200,200
image_116.jpg,78,1.0,66,134,184,135,200,200
image_117.jpg,49,1.0,65,157,133,160,200,200
image_117.jpg,57,1.0,90,59,186,160,200,200
image_117.jpg,27,1.0,184,39,189,81,200,200
image_118.jpg,3,1.0,197,36,199,132,200,200
image_118.jpg,19,1.0,166,172,191,187,200,200
image_118.jpg,82,1.0,102,12,187,170,200,200
image_119.jpg,30,1.0,20,87,125,91,200,200
image_119.jpg,92,1.0,140,52,154,154,200,200
image_120.jpg,90,1.0,57,25,104,142,200,200
image_121.jpg,83,1.0,83,125,92,191,200,200
image_122.jpg,98,1.0,26,99,79,146,200,200
image_123.jpg,54,1.0,142,173,192,180,200,200
image_124.jpg,21,1.0,4,108,69,115,200,200
image_124.jpg,7,1.0,140,35,162,170,200,200
image_125.jpg,106,1.0,80,129,195,140,200,200
image_125.jpg,47,1.0,19,17,59,25,200,200
image_126.jpg,15,1.0,126,31,170,82,200,200
image_127.jpg,0,1.0,170,188,198,199,200,200
image_127.jpg,15,1.0,109,48,129,101,200,200
image_128.jpg,30,1.0,33,33,71,113,200,200
image_129.jpg,105,1.0,106,186,154,196,200,200
image_129.jpg,24,1.0,183,73,189,161,200,200
image_129.jpg,99,1.0,102,172,134,191,200,200
image_130.jpg,68,1.0,65,169,91,193,200,200
image_131.jpg,37,1.0,45,42,125,124,200,200
image_131.jpg,103,1.0,85,164,186,186,200,200
image_131.jpg,56,1.0,153,131,164,171,200,200
image_132.jpg,23,1.0,168,64,196,143,200,200
image_133.jpg,28,1.0,117,18,142,85,200,200
image_133.jpg,106,1.0,3,28,172,197,200,200
image_133.jpg,38,1.0,52,117,193,180,200,200
image_134.jpg,105,1.0,75,171,146,176,200,200
image_134.jpg,58,1.0,25,112,107,183,200,200
image_135.jpg,27,1.0,82,6,186,39,200,200
image_135.jpg,60,1.0,150,69,183,121,200,200
image_136.jpg,72,1.0,14,5,154,16,200,200
image_137.jpg,102,1.0,140,139,143,161,200,200
image_138.jpg,89,1.0,80,193,130,194,200,200
image_139.jpg,94,1.0,188,16,198,157,200,200
image_139.jpg,91,1.0,133,128,163,145,200,200
image_139.jpg,93,1.0,149,125,173,131,200,200
image_140.jpg,41,1.0,195,153,199,161,200,200
image_141.jpg,78,1.0,120,137,130,169,200,200
image_141.jpg,32,1.0,124,14,133,117,200,200
image_141.jpg,28,1.0,14,119,85,182,200,200
image_142.jpg,22,1.0,77,65,102,81,200,200
image_142.jpg,87,1.0,55,190,198,196,200,200
image_143.jpg,83,1.0,61,167,176,190,200,200
image_144.jpg,26,1.0,93,198,104,198,200,200
image_144.jpg,11,1.0,27,23,130,82,200,200
image_145.jpg,7,1.0,127,185,185,192,200,200
image_145.jpg,48,1.0,24,185,114,197,200,200
image_146.jpg,17,1.0,174,39,176,130,200,200
image_147.jpg,24,1.0,54,103,162,164,200,200
image_147.jpg,96,1.0,83,17,107,58,200,200
image_148.jpg,15,1.0,19,79,69,116,200,200
image_148.jpg,50,1.0,66,180,196,197,200,200
image_149.jpg,104,1.0,180,63,193,180,200,200
image_149.jpg,37,1.0,96,80,171,97,200,200
image_150.jpg,36,1.0,172,170,197,172,200,200
image_150.jpg,8,1.0,151,95,184,179,200,200
image_150.jpg,61,1.0,155,36,163,119,200,200
image_151.jpg,43,1.0,61,151,118,191,200,200
image_152.jpg,2,1.0,151,60,174,73,200,200
image_153.jpg,103,1.0,175,195,177,198,200,200
image_154.jpg,94,1.0,170,32,199,33,200,200
image_154.jpg,68,1.0,11,14,193,68,200,200
image_155.jpg,96,1.0,29,13,155,127,200,200
image_156.jpg,16,1.0,41,161,57,192,200,200
image_156.jpg,44,1.0,99,28,143,145,200,200
image_156.jpg,67,1.0,141,123,186,170,200,200
image_157.jpg,2,1.0,107,71,112,195,200,200
image_157.jpg,19,1.0,85,65,138,198,200,200
image_158.jpg,85,1.0,59,159,138,173,200,200
image_159.jpg,89,1.0,118,155,158,158,200,200
image_159.jpg,37,1.0,130,53,158,173,200,200
image_159.jpg,30,1.0,12,11,144,175,200,200
image_160.jpg,15,1.0,181,114,197,191,200,200
image_160.jpg,14,1.0,38,158,53,161,200,200
image_161.jpg,27,1.0,168,1,178,142,200,200
image_161.jpg,87,1.0,95,11,129,190,200,200
image_161.jpg,31,1.0,115,30,136,46,200,200
image_162.jpg,27,1.0,153,5,180,171,200,200
image_163.jpg,65,1.0,90,18,189,176,200,200
image_164.jpg,106,1.0,140,71,141,123,200,200
image_164.jpg,41,1.0,145,136,179,151,200,200
image_164.jpg,75,1.0,59,5,157,23,200,200
image_165.jpg,32,1.0,199,9,199,33,200,200
image_165.jpg,31,1.0,94,50,169,141,200,200
image_166.jpg,106,1.0,191,22,191,173,200,200
image_166.jpg,58,1.0,96,143,131,174,200,200
image_167.jpg,56,1.0,167,172,175,193,200,200
image_167.jpg,19,1.0,162,134,190,135,200,200
image_168.jpg,20,1.0,48,198,121,199,200,200
image_168.jpg,97,1.0,107,176,139,178,200,200
image_168.jpg,73,1.0,27,38,163,89,200,200
image_169.jpg,42,1.0,30,25,167,139,200,200
image_170.jpg,4,1.0,16,192,184,194,200,200
image_170.jpg,8,1.0,44,179,64,193,200,200
image_171.jpg,82,1.0,52,56,169,89,200,200
image_171.jpg,7,1.0,142,84,166,193,200,200
image_172.jpg,78,1.0,103,43,128,91,200,200
image_172.jpg,46,1.0,179,160,181,193,200,200
image_172.jpg,85,1.0,130,185,162,190,200,200
image_173.jpg,31,1.0,101,0,126,123,200,200
image_173.jpg,66,1.0,193,65,199,161,200,200
image_173.jpg,74,1.0,6,85,144,188,200,200
image_174.jpg,77,1.0,97,108,132,116,200,200
image_175.jpg,88,1.0,146,133,173,146,200,200
image_175.jpg,23,1.0,25,114,29,119,200,200
image_176.jpg,72,1.0,28,182,98,191,200,200
image_176.jpg,31,1.0,47,190,145,199,200,200
image_177.jpg,26,1.0,176,75,195,96,200,200
image_177.jpg,21,1.0,106,109,198,137,200,200
image_178.jpg,40,1.0,74,136,106,139,200,200
image_178.jpg,20,1.0,106,5,129,33,200,200
image_179.jpg,51,1.0,185,85,186,96,200,200
image_180.jpg,9,1.0,73,96,195,180,200,200
image_180.jpg,52,1.0,173,17,199,152,200,200
image_181.jpg,85,1.0,61,144,111,153,200,200
image_181.jpg,84,1.0,85,164,150,199,200,200
image_182.jpg,93,1.0,1,149,139,197,200,200
image_182.jpg,86,1.0,22,199,128,199,200,200
image_182.jpg,0,1.0,51,193,186,195,200,200
image_183.jpg,89,1.0,40,36,197,193,200,200
image_183.jpg,37,1.0,131,139,144,175,200,200
image_183.jpg,60,1.0,10,164,66,173,200,200
image_184.jpg,79,1.0,163,31,190,135,200,200
image_184.jpg,98,1.0,87,3,125,121,200,200
image_184.jpg,89,1.0,51,90,168,132,200,200
image_185.jpg,85,1.0,42,21,79,65,200,200
image_185.jpg,71,1.0,134,188,160,193,200,200
image_185.jpg,88,1.0,130,50,154,77,200,200
image_186.jpg,24,1.0,65,169,84,181,200,200
image_187.jpg,46,1.0,61,131,193,150,200,200
image_188.jpg,72,1.0,175,37,199,143,200,200
image_189.jpg,53,1.0,138,44,192,160,200,200
image_190.jpg,100,1.0,66,116,182,183,200,200
image_191.jpg,52,1.0,34,85,130,97,200,200
image_192.jpg,20,1.0,95,123,106,167,200,200
image_192.jpg,50,1.0,160,144,198,163,200,200
image_193.jpg,102,1.0,191,50,194,168,200,200
image_193.jpg,19,1.0,104,96,110,141,200,200
image_193.jpg,7,1.0,140,97,162,148,200,200
image_194.jpg,44,1.0,80,50,154,59,200,200
image_194.jpg,52,1.0,98,137,108,165,200,200
image_195.jpg,16,1.0,194,171,199,187,200,200
image_195.jpg,96,1.0,58,118,144,144,200,200
image_195.jpg,23,1.0,155,118,169,183,200,200
image_196.jpg,38,1.0,30,8,81,160,200,200
image_196.jpg,29,1.0,155,137,174,196,200,200
image_197.jpg,69,1.0,89,196,127,198,200,200
image_197.jpg,35,1.0,130,14,160,67,200,200
image_197.jpg,12,1.0,194,148,198,185,200,200
image_198.jpg,15,1.0,31,125,121,128,200,200
image_198.jpg,63,1.0,81,48,180,64,200,200
image_198.jpg,15,1.0,20,45,99,85,200,200
image_199.jpg,33,1.0,134,32,156,137,200,200
image_199.jpg,26,1.0,91,106,191,190,200,200
image_200.jpg,71,1.0,19,170,29,178,200,200
image_200.jpg,99,1.0,184,161,187,190,200,200
image_201.jpg,79,1.0,74,15,155,164,200,200
image_202.jpg,58,1.0,10,67,46,82,200,200
image_202.jpg,8,1.0,199,153,199,189,200,200
image_203.jpg,35,1.0,1,197,13,199,200,200
image_203.jpg,8,1.0,145,1,161,94,200,200
image_204.jpg,81,1.0,71,145,197,172,200,200
image_204.jpg,9,1.0,198,23,198,167,200,200
image_205.jpg,1,1.0,134,172,191,193,200,200
image_205.jpg,33,1.0,110,1,184,72,200,200
image_205.jpg,106,1.0,115,114,195,136,200,200
image_206.jpg,62,1.0,199,10,199,23,200,200
image_207.jpg,60,1.0,111,136,197,145,200,200
image_207.jpg,76,1.0,175,121,178,159,200,200
image_207.jpg,68,1.0,165,42,189,85,200,200
image_208.jpg,55,1.0,68,40,85,154,200,200
image_208.jpg,3,1.0,162,6,170,48,200,200
image_208.jpg,46,1.0,177,155,183,155,200,200
image_209.jpg,62,1.0,62,107,108,189,200,200
image_209.jpg,75,1.0,159,160,179,196,200,200
image_209.jpg,38,1.0,7,40,96,159,200,200
image_210.jpg,8,1.0,35,175,158,191,200,200
image_211.jpg,6,1.0,187,70,191,118,200,200
image_211.jpg,69,1.0,54,163,140,177,200,200
image_211.jpg,23,1.0,50,62,133,114,200,200
image_212.jpg,63,1.0,164,158,177,170,200,200
image_212.jpg,104,1.0,96,69,185,72,200,200
image_213.jpg,93,1.0,93,64,156,193,200,200
image_213.jpg,24,1.0,111,100,161,149,200,200
image_214.jpg,12,1.0,142,115,161,152,200,200
image_214.jpg,45,1.0,62,137,144,154,200,200
image_215.jpg,19,1.0,98,71,141,140,200,200
image_215.jpg,53,1.0,184,100,199,158,200,200
image_216.jpg,87,1.0,131,63,194,195,200,200
image_217.jpg,89,1.0,128,54,161,145,200,200
image_218.jpg,103,1.0,8,8,64,106,200,200
image_219.jpg,22,1.0,181,142,194,162,200,200
image_220.jpg,100,1.0,145,54,197,193,200,200
image_220.jpg,10,1.0,156,70,161,97,200,200
image_220.jpg,96,1.0,101,170,196,189,200,200
image_221.jpg,68,1.0,79,182,174,182,200,200
image_221.jpg,88,1.0,187,173,196,177,200,200
image_222.jpg,84,1.0,150,78,150,90,200,200
image_222.jpg,97,1.0,10,176,10,199,200,200
image_222.jpg,33,1.0,33,87,125,180,200,200
image_223.jpg,106,1.0,123,155,192,167,200,200
image_223.jpg,39,1.0,31,105,90,128,200,200
image_224.jpg,56,1.0,136,171,153,186,200,200
image_225.jpg,95,1.0,14,169,50,175,200,200
image_225.jpg,9,1.0,1,186,176,195,200,200
image_225.jpg,38,1.0,180,33,189,86,200,200
image_226.jpg,102,1.0,157,1,173,130,200,200
image_226.jpg,73,1.0,3,43,154,199,200,200
image_227.jpg,43,1.0,49,100,82,178,200,200
image_228.jpg,49,1.0,190,160,190,164,200,200
image_228.jpg,55,1.0,10,129,80,131,200,200
image_228.jpg,84,1.0,65,2,155,15,200,200
image_229.jpg,8,1.0,172,32,180,60,200,200
image_230.jpg,81,1.0,61,142,160,172,200,200
image_230.jpg,41,1.0,14,32,142,149,200,200
image_231.jpg,101,1.0,38,91,112,145,200,200
image_232.jpg,82,1.0,44,184,134,199,200,200
image_232.jpg,87,1.0,16,56,183,68,200,200
image_233.jpg,26,1.0,50,126,144,163,200,200
image_233.jpg,12,1.0,71,139,100,189,200,200
image_234.jpg,63,1.0,104,79,123,194,200,200
image_234.jpg,51,1.0,0,133,126,175,200,200
image_234.jpg,61,1.0,167,94,184,190,200,200
image_235.jpg,82,1.0,156,55,167,83,200,200
image_236.jpg,19,1.0,21,25,160,36,200,200
image_237.jpg,71,1.0,158,103,179,141,200,200
image_237.jpg,76,1.0,130,96,145,96,200,200
image_238.jpg,45,1.0,0,166,179,191,200,200
image_238.jpg,106,1.0,165,143,173,182,200,200
image_239.jpg,89,1.0,6,94,175,131,200,200
image_239.jpg,76,1.0,87,153,161,186,200,200
image_240.jpg,102,1.0,188,175,198,179,200,200
image_240.jpg,103,1.0,125,39,126,75,200,200
image_240.jpg,70,1.0,4,35,159,97,200,200
image_241.jpg,66,1.0,160,110,166,160,200,200
image_241.jpg,100,1.0,95,36,193,58,200,200
image_241.jpg,106,1.0,86,198,108,198,200,200
image_242.jpg,84,1.0,24,144,69,156,200,200
image_242.jpg,68,1.0,184,190,188,195,200,200
image_243.jpg,54,1.0,164,13,190,139,200,200
image_243.jpg,0,1.0,114,70,144,100,200,200
image_243.jpg,66,1.0,55,179,178,180,200,200
image_244.jpg,92,1.0,57,152,116,187,200,200
image_244.jpg,11,1.0,79,157,184,186,200,200
image_245.jpg,61,1.0,102,10,147,32,200,200
image_245.jpg,74,1.0,158,159,191,168,200,200
image_245.jpg,31,1.0,1,134,104,179,200,200
image_246.jpg,14,1.0,173,38,177,78,200,200
image_246.jpg,9,1.0,106,181,186,190,200,200
image_247.jpg,78,1.0,128,163,149,172,200,200
image_247.jpg,93,1.0,166,188,178,188,200,200
image_248.jpg,46,1.0,109,44,171,191,200,200
image_248.jpg,91,1.0,109,113,129,165,200,200
image_248.jpg,10,1.0,151,148,191,175,200,200
image_249.jpg,90,1.0,55,44,126,108,200,200
image_249.jpg,77,1.0,63,52,99,122,200,200
image_249.jpg,7,1.0,112,113,133,123,200,200
image_250.jpg,76,1.0,26,166,119,179,200,200
image_251.jpg,59,1.0,156,154,199,168,200,200
image_252.jpg,64,1.0,150,161,180,194,200,200
image_252.jpg,75,1.0,70,124,100,188,200,200
image_252.jpg,27,1.0,177,157,182,165,200,200
image_253.jpg,100,1.0,198,132,199,161,200,200
image_253.jpg,106,1.0,154,13,173,44,200,200
image_253.jpg,4,1.0,35,144,58,170,200,200
image_254.jpg,78,1.0,32,32,172,190,200,200
image_254.jpg,65,1.0,152,181,173,190,200,200
image_254.jpg,104,1.0,60,170,94,184,200,200
image_255.jpg,71,1.0,181,54,187,134,200,200
image_255.jpg,86,1.0,150,162,162,172,200,200
image_256.jpg,88,1.0,0,16,73,91,200,200
image_257.jpg,80,1.0,133,100,179,155,200,200
image_257.jpg,40,1.0,31,153,63,192,200,200
image_257.jpg,94,1.0,197,2,199,95,200,200
image_258.jpg,34,1.0,96,60,191,66,200,200
image_259.jpg,94,1.0,13,89,15,107,200,200
image_259.jpg,79,1.0,78,160,78,172,200,200
image_260.jpg,68,1.0,1,173,101,189,200,200
image_260.jpg,105,1.0,139,184,152,188,200,200
image_261.jpg,51,1.0,191,165,197,170,200,200
image_262.jpg,89,1.0,99,73,174,134,200,200
image_262.jpg,96,1.0,4,93,76,126,200,200
image_262.jpg,54,1.0,177,158,178,190,200,200
image_263.jpg,39,1.0,10,146,99,182,200,200
image_263.jpg,98,1.0,86,153,165,190,200,200
image_264.jpg,2,1.0,176,173,189,185,200,200
image_265.jpg,45,1.0,138,122,198,167,200,200
image_265.jpg,8,1.0,117,18,137,33,200,200
image_265.jpg,57,1.0,158,134,196,148,200,200
image_266.jpg,85,1.0,33,19,85,49,200,200
image_267.jpg,1,1.0,151,71,153,136,200,200
image_268.jpg,67,1.0,78,112,83,128,200,200
image_268.jpg,42,1.0,113,115,194,182,200,200
image_269.jpg,2,1.0,194,87,197,127,200,200
image_269.jpg,83,1.0,115,174,120,196,200,200
image_269.jpg,45,1.0,175,16,176,92,200,200
image_270.jpg,41,1.0,51,79,109,148,200,200
image_270.jpg,98,1.0,184,180,198,199,200,200
image_271.jpg,80,1.0,45,11,73,142,200,200
image_271.jpg,80,1.0,13,123,35,188,200,200
image_271.jpg,61,1.0,144,194,151,197,200,200
